ID,F2.3.1,F2.3.2,F2.3.3,F2.3.4,F2.3.5,F2.3.6,F2.3.7,F2.3.8,F2.3.9,F2.3.10,F2.3.11,F2.3.12,F2.3.13,F2.3.14,F2.3.15,F2.3.16,F2.3.17,F2.3.18,F2.3.19,F2.3.20,F2.3.21,F2.3.22,F2.3.23,F2.3.24
110104716729,15.166666666666666,3.6666666666666665,11.5,3.0,0.0,0.6666666666666666,0.0,7.0,1.8333333333333333,0.3333333333333333,1.1666666666666667,1.1666666666666667,NA,NA,NA,NA,0.0,NA,0.0,NA,NA,NA,NA,NA
110104733865,23.666666666666668,12.5,11.166666666666666,8.833333333333334,1.6666666666666667,1.8333333333333333,0.16666666666666666,5.833333333333333,2.8333333333333335,0.8333333333333334,0.8333333333333334,0.8333333333333334,71.0,37.5,33.5,26.5,5.0,5.5,0.5,17.5,8.5,2.5,2.5,2.5
110104733867,105.0,38.0,67.0,36.0,0.0,2.0,0.0,43.0,20.0,2.0,1.0,1.0,NA,NA,NA,NA,0.0,NA,0.0,NA,NA,NA,NA,NA
110104735260,16.0,4.0,12.0,4.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,1.0,16.0,4.0,12.0,4.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,1.0
110104771527,17.5,6.5,11.0,6.5,0.0,0.0,0.0,6.0,4.0,0.0,0.5,0.5,17.5,6.5,11.0,6.5,0.0,0.0,0.0,6.0,4.0,0.0,0.5,0.5
110104773525,11.277777777777779,3.2777777777777777,8.0,3.2222222222222223,0.0,0.0,0.05555555555555555,3.8333333333333335,1.9444444444444444,0.2777777777777778,1.0,0.9444444444444444,67.66666666666667,19.666666666666668,48.0,19.333333333333332,0.0,0.0,0.3333333333333333,23.0,11.666666666666666,1.6666666666666667,6.0,5.666666666666667
110104810327,88.0,17.0,71.0,17.0,0.0,0.0,0.0,42.0,19.0,2.0,4.0,4.0,NA,NA,NA,NA,0.0,0.0,0.0,NA,NA,NA,NA,NA
110104810820,33.0,17.0,16.0,17.0,0.0,0.0,0.0,9.0,4.5,0.5,1.0,1.0,NA,NA,NA,NA,0.0,0.0,0.0,NA,NA,NA,NA,NA
110104814969,108.0,77.0,31.0,26.0,12.0,35.0,4.0,17.0,12.0,2.0,0.0,0.0,108.0,77.0,31.0,26.0,12.0,35.0,4.0,17.0,12.0,2.0,0.0,0.0
110104816822,51.0,18.0,33.0,16.0,2.0,0.0,0.0,18.0,11.0,2.0,1.0,1.0,NA,NA,NA,NA,NA,0.0,0.0,NA,NA,NA,NA,NA
110104833764,24.0,9.5,14.5,9.5,0.0,0.0,0.0,8.5,4.0,0.0,1.0,1.0,24.0,9.5,14.5,9.5,0.0,0.0,0.0,8.5,4.0,0.0,1.0,1.0
110104910929,61.0,28.0,33.0,18.0,2.0,8.0,0.0,21.0,9.0,1.0,1.0,1.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA
110104916324,19.0,5.0,14.0,5.0,0.0,0.0,0.0,5.0,6.0,1.0,1.0,1.0,NA,NA,NA,NA,0.0,0.0,0.0,NA,NA,NA,NA,NA
110104918366,45.0,12.0,33.0,12.0,0.0,0.0,0.0,20.0,13.0,0.0,0.0,0.0,NA,NA,NA,NA,0.0,0.0,0.0,NA,NA,0.0,0.0,0.0
110104918469,82.0,12.0,70.0,9.0,0.0,3.0,0.0,34.0,32.0,3.0,0.0,1.0,NA,NA,NA,NA,0.0,NA,0.0,NA,NA,NA,0.0,NA
110104935368,53.0,13.0,40.0,12.0,0.0,1.0,0.0,26.0,12.0,2.0,0.0,0.0,NA,NA,NA,NA,0.0,NA,0.0,NA,NA,NA,0.0,0.0
110104935564,41.0,23.0,18.0,22.0,0.0,1.0,0.0,10.0,4.0,2.0,0.0,2.0,NA,NA,NA,NA,0.0,NA,0.0,NA,NA,NA,0.0,NA
110104935566,58.0,42.0,16.0,10.0,4.0,9.0,19.0,8.0,5.0,1.0,1.0,1.0,58.0,42.0,16.0,10.0,4.0,9.0,19.0,8.0,5.0,1.0,1.0,1.0
110104935863,12.0,3.0,9.0,3.0,0.0,0.0,0.0,5.0,2.0,2.0,0.0,0.0,NA,NA,NA,NA,0.0,0.0,0.0,NA,NA,NA,0.0,0.0
110105012725,22.0,10.0,12.0,9.0,1.0,0.0,0.0,7.0,4.0,1.0,0.0,0.0,NA,NA,NA,NA,NA,0.0,0.0,NA,NA,NA,0.0,0.0
110105014563,10.0,5.0,5.0,1.0,0.0,0.0,4.0,3.0,1.0,1.0,0.0,0.0,10.0,5.0,5.0,1.0,0.0,0.0,4.0,3.0,1.0,1.0,0.0,0.0
110105018366,62.0,33.0,29.0,12.0,7.0,11.0,3.0,19.0,9.0,1.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0
110105033066,13.5,5.5,8.0,4.5,0.5,0.5,0.0,4.5,2.0,1.5,0.0,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,0.0,0.0
110105035267,28.5,12.5,16.0,9.5,0.0,2.5,0.5,8.0,4.0,1.5,1.5,1.0,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA
110105035764,37.0,15.0,22.0,3.0,6.0,1.0,5.0,14.0,7.0,1.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0
110105035860,8.0,1.0,7.0,1.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,0.0,NA,NA,NA,NA,0.0,0.0,0.0,NA,NA,NA,0.0,0.0
110105112325,13.0,5.0,8.0,3.0,2.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,NA,NA,NA,NA,NA,0.0,0.0,NA,NA,NA,0.0,0.0
110105118266,17.333333333333332,11.0,6.333333333333333,2.0,0.0,9.0,0.0,3.0,3.0,0.3333333333333333,0.0,0.0,26.0,16.5,9.5,3.0,0.0,13.5,0.0,4.5,4.5,0.5,0.0,0.0
110105118761,39.0,21.0,18.0,6.0,6.0,7.0,2.0,13.0,4.0,1.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0
110105135060,17.0,12.0,5.0,4.0,2.0,1.0,5.0,3.0,1.0,1.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0
110105173122,127.0,53.0,74.0,33.0,4.0,16.0,0.0,45.0,25.0,2.0,1.0,1.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA
110105216628,23.0,14.0,9.0,7.0,0.0,7.0,0.0,3.0,3.0,1.0,1.0,1.0,NA,NA,NA,NA,0.0,NA,0.0,NA,NA,NA,NA,NA
110105216929,19.0,10.0,9.0,5.0,1.0,2.0,2.0,4.0,3.0,2.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0
110105218969,10.0,3.0,7.0,1.0,2.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,NA,NA,NA,NA,NA,0.0,0.0,NA,NA,NA,0.0,0.0
110105233860,51.0,20.0,31.0,5.0,15.0,0.0,0.0,11.0,18.0,2.0,0.0,0.0,51.0,20.0,31.0,5.0,15.0,0.0,0.0,11.0,18.0,2.0,0.0,0.0
110105235863,22.0,6.5,15.5,5.5,0.0,1.0,0.0,8.5,4.0,1.0,1.0,1.0,NA,NA,NA,NA,0.0,NA,0.0,NA,NA,NA,NA,NA
110105273722,22.0,5.0,17.0,5.0,0.0,0.0,0.0,11.0,4.0,2.0,0.0,0.0,NA,NA,NA,NA,0.0,0.0,0.0,NA,NA,NA,0.0,0.0
110105316125,66.0,25.0,41.0,10.0,7.0,8.0,0.0,19.0,18.0,4.0,0.0,0.0,66.0,25.0,41.0,10.0,7.0,8.0,0.0,19.0,18.0,4.0,0.0,0.0
110105316822,57.0,21.0,36.0,13.0,3.0,3.0,2.0,12.0,9.0,4.0,7.0,4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110105333860,102.5,86.5,16.0,14.0,5.0,63.0,4.5,9.0,3.5,1.5,1.0,1.0,205.0,173.0,32.0,28.0,10.0,126.0,9.0,18.0,7.0,3.0,2.0,2.0
110105335269,149.0,115.0,34.0,18.0,29.0,4.0,64.0,21.0,7.0,2.0,2.0,2.0,149.0,115.0,34.0,18.0,29.0,4.0,64.0,21.0,7.0,2.0,2.0,2.0
110105371027,28.5,14.0,14.5,10.0,1.0,3.0,0.0,7.5,2.5,2.0,1.5,1.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA
110105373320,73.5,54.5,19.0,14.0,3.5,22.0,15.0,12.5,3.5,2.0,0.5,0.5,73.5,54.5,19.0,14.0,3.5,22.0,15.0,12.5,3.5,2.0,0.5,0.5
110105414265,33.4,16.4,17.0,3.8,1.0,9.2,2.4,10.6,3.8,1.0,0.8,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110105416423,44.0,16.0,28.0,14.0,2.0,0.0,0.0,10.0,7.0,3.0,4.0,4.0,NA,NA,NA,NA,NA,0.0,0.0,NA,NA,NA,NA,NA
110105416428,69.0,31.0,38.0,20.0,3.0,3.0,5.0,19.0,15.0,2.0,1.0,1.0,69.0,31.0,38.0,20.0,3.0,3.0,5.0,19.0,15.0,2.0,1.0,1.0
110105418164,52.0,13.0,39.0,11.0,2.0,0.0,0.0,23.0,15.0,1.0,0.0,0.0,NA,NA,NA,NA,NA,0.0,0.0,NA,NA,NA,0.0,0.0
110105435861,46.333333333333336,33.666666666666664,12.666666666666666,25.333333333333332,2.6666666666666665,4.333333333333333,1.3333333333333333,7.0,2.6666666666666665,1.3333333333333333,0.3333333333333333,1.3333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110105473621,29.0,10.0,19.0,9.0,0.0,1.0,0.0,14.0,3.0,2.0,0.0,0.0,NA,NA,NA,NA,0.0,NA,0.0,NA,NA,NA,0.0,0.0
110105516127,80.66666666666667,50.0,30.666666666666668,8.333333333333334,17.0,10.666666666666666,14.0,21.0,6.333333333333333,1.3333333333333333,1.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110105516327,40.0,29.0,11.0,19.0,5.0,2.0,3.0,7.0,2.0,2.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0
110105518366,96.0,62.0,34.0,17.0,7.0,23.0,15.0,19.0,13.0,2.0,0.0,0.0,96.0,62.0,34.0,17.0,7.0,23.0,15.0,19.0,13.0,2.0,0.0,0.0
110105535461,36.0,24.0,12.0,15.0,3.0,3.0,3.0,6.0,2.0,2.0,1.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110105571020,54.0,30.0,24.0,9.0,9.0,9.0,3.0,16.0,4.0,2.0,1.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110105573420,17.0,9.0,8.0,1.0,3.6666666666666665,3.3333333333333335,1.0,4.666666666666667,3.0,0.3333333333333333,0.0,0.0,25.5,13.5,12.0,1.5,5.5,5.0,1.5,7.0,4.5,0.5,0.0,0.0
110105616423,25.0,8.0,17.0,6.0,1.0,1.0,0.0,10.0,3.0,2.0,1.0,1.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA
110105616625,46.0,31.0,15.0,8.0,1.0,1.0,21.0,4.0,6.0,3.0,1.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110105673726,47.5,29.5,18.0,4.0,5.0,20.5,0.0,7.5,7.0,1.5,1.0,1.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA
110105718661,50.0,14.0,36.0,7.0,0.0,6.0,1.0,25.0,8.0,1.0,1.0,1.0,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA
110105718964,36.666666666666664,27.666666666666668,9.0,6.0,2.0,0.3333333333333333,19.333333333333332,4.333333333333333,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.3333333333333333,55.0,41.5,13.5,9.0,3.0,0.5,29.0,6.5,1.0,2.0,2.0,2.0
110105733068,13.0,4.0,9.0,4.0,0.0,0.0,0.0,4.0,3.0,2.0,0.0,0.0,NA,NA,NA,NA,0.0,0.0,0.0,NA,NA,NA,0.0,0.0
110105735669,31.0,12.0,19.0,9.0,2.0,1.0,0.0,12.0,4.0,1.0,1.0,1.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA
110105816425,104.0,42.0,62.0,19.0,8.0,12.0,3.0,32.0,23.0,5.0,1.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110105816621,35.0,26.0,9.0,8.0,7.0,10.0,1.0,3.0,3.0,1.0,1.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110105816720,9.5,2.5,7.0,1.5,0.0,1.0,0.0,3.0,2.5,1.5,0.0,0.0,NA,NA,NA,NA,0.0,NA,0.0,NA,NA,NA,0.0,0.0
110105818361,25.0,15.0,10.0,2.0,7.0,2.0,4.0,6.0,2.0,2.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0
110105818466,40.0,25.0,15.0,14.0,2.0,7.0,2.0,9.0,2.0,2.0,1.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110105871525,12.0,2.0,10.0,2.0,0.0,0.0,0.0,7.0,2.0,1.0,0.0,0.0,NA,NA,NA,NA,0.0,0.0,0.0,NA,NA,NA,0.0,0.0
110105916426,16.0,1.0,15.0,1.0,0.0,0.0,0.0,5.0,9.0,1.0,0.0,0.0,NA,NA,NA,NA,0.0,0.0,0.0,NA,NA,NA,0.0,0.0
110105933862,28.0,8.0,20.0,4.0,2.0,0.0,2.0,11.0,6.0,1.0,1.0,1.0,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA
110105973725,28.0,10.0,18.0,5.0,4.0,0.0,1.0,13.0,3.0,2.0,0.0,0.0,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,0.0,0.0
110105973822,32.5,17.5,15.0,6.0,1.0,2.5,8.0,8.5,3.0,1.0,1.5,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110106018469,26.0,8.0,18.0,5.5,0.0,2.5,0.0,8.5,6.0,1.5,1.0,1.0,NA,NA,NA,NA,0.0,NA,0.0,NA,NA,NA,NA,NA
110106018964,16.0,8.0,8.0,6.5,1.0,0.5,0.0,3.0,1.5,1.5,1.0,1.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA
110106033063,24.0,7.0,17.0,5.0,0.0,2.0,0.0,6.0,7.0,2.0,1.0,1.0,NA,NA,NA,NA,0.0,NA,0.0,NA,NA,NA,NA,NA
110106033862,19.0,4.0,15.0,4.0,0.0,0.0,0.0,10.0,3.0,2.0,0.0,0.0,NA,NA,NA,NA,0.0,0.0,0.0,NA,NA,NA,0.0,0.0
110106035163,35.0,16.0,19.0,8.0,5.0,2.0,1.0,9.0,6.0,2.0,1.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110106071225,31.333333333333332,15.666666666666666,15.666666666666666,6.666666666666667,3.6666666666666665,1.3333333333333333,4.0,10.333333333333334,2.6666666666666665,1.3333333333333333,0.6666666666666666,0.6666666666666666,94.0,47.0,47.0,20.0,11.0,4.0,12.0,31.0,8.0,4.0,2.0,2.0
110106071527,20.0,8.0,12.0,8.0,0.0,0.0,0.0,2.0,3.0,1.0,3.0,3.0,NA,NA,NA,NA,0.0,0.0,0.0,NA,NA,NA,NA,NA
110106073127,18.666666666666668,8.666666666666666,10.0,2.6666666666666665,2.3333333333333335,0.0,3.6666666666666665,4.0,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.3333333333333333,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA
110106073424,19.0,5.5,13.5,4.5,0.5,0.5,0.0,9.5,2.5,1.5,0.0,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,0.0,0.0
110106116520,9.0,1.0,8.0,1.0,0.0,0.0,0.0,2.0,5.0,1.0,0.0,0.0,NA,NA,NA,NA,0.0,0.0,0.0,NA,NA,NA,0.0,0.0
110106135464,14.0,6.0,8.0,5.0,0.0,1.0,0.0,3.0,4.0,1.0,0.0,0.0,NA,NA,NA,NA,0.0,NA,0.0,NA,NA,NA,0.0,0.0
110106216728,26.8,14.4,12.4,3.8,4.2,4.2,2.2,5.0,4.2,1.2,1.0,1.0,26.8,14.4,12.4,3.8,4.2,4.2,2.2,5.0,4.2,1.2,1.0,1.0
110106216824,66.0,39.0,27.0,9.0,5.0,1.0,24.0,16.0,8.0,3.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0
110106216926,22.0,12.0,10.0,6.0,2.0,4.0,0.0,4.0,2.0,2.0,1.0,1.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA
110106235664,56.0,28.0,28.0,18.0,6.0,4.0,0.0,19.0,6.0,1.0,1.0,1.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA
110106235667,27.0,9.5,17.5,7.0,0.25,2.25,0.0,8.0,6.25,1.25,1.0,1.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA
110106273220,10.0,0.0,10.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.0,0.0,NA,0.0,NA,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,0.0
110106273428,37.5,15.0,22.5,10.5,2.0,1.5,1.0,9.5,9.0,2.0,1.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110106316425,62.0,27.0,35.0,12.0,3.0,10.0,2.0,15.0,15.0,3.0,1.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110106318562,4.0,0.0,4.0,0.0,0.0,0.0,0.0,1.5,1.0,1.5,0.0,0.0,NA,0.0,NA,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,0.0
110106318869,46.0,24.0,22.0,6.0,4.0,12.0,2.0,14.0,4.0,2.0,1.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110106333864,17.5,12.0,5.5,4.0,3.5,4.5,0.0,1.5,1.5,1.0,1.0,0.5,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA
110106333869,83.0,50.0,33.0,12.0,9.0,22.0,7.0,15.0,14.0,2.0,1.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110106335160,23.5,11.833333333333334,11.666666666666666,5.833333333333333,1.1666666666666667,3.3333333333333335,1.5,5.833333333333333,4.833333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,70.5,35.5,35.0,17.5,3.5,10.0,4.5,17.5,14.5,1.0,1.0,1.0
110106373929,118.5,70.5,48.0,11.0,18.5,41.0,0.0,30.0,14.5,3.0,0.5,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,0.0
110106416725,184.0,108.0,76.0,28.0,1.0,69.0,10.0,40.0,26.0,2.0,4.0,4.0,184.0,108.0,76.0,28.0,1.0,69.0,10.0,40.0,26.0,2.0,4.0,4.0
110106418169,21.0,6.0,15.0,5.0,0.0,1.0,0.0,9.0,3.0,1.0,1.0,1.0,NA,NA,NA,NA,0.0,NA,0.0,NA,NA,NA,NA,NA
110106471023,14.0,4.666666666666667,9.333333333333334,1.3333333333333333,0.0,3.3333333333333335,0.0,3.6666666666666665,3.6666666666666665,2.0,0.0,0.0,14.0,4.666666666666667,9.333333333333334,1.3333333333333333,0.0,3.3333333333333335,0.0,3.6666666666666665,3.6666666666666665,2.0,0.0,0.0
110106471529,85.0,77.0,8.0,36.0,10.0,8.0,23.0,4.0,0.0,2.0,1.0,1.0,85.0,77.0,8.0,36.0,10.0,8.0,23.0,4.0,0.0,2.0,1.0,1.0
110106473124,55.0,32.0,23.0,14.0,3.0,4.0,11.0,17.0,2.0,2.0,1.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110106516721,14.5,7.0,7.5,1.5,5.0,0.0,0.5,3.5,2.5,1.5,0.0,0.0,29.0,14.0,15.0,3.0,10.0,0.0,1.0,7.0,5.0,3.0,0.0,0.0
110106516826,32.5,15.0,17.5,5.0,7.0,0.5,2.5,8.5,7.5,1.5,0.0,0.0,32.5,15.0,17.5,5.0,7.0,0.5,2.5,8.5,7.5,1.5,0.0,0.0
110106518361,14.0,2.0,12.0,1.0,1.0,0.0,0.0,6.0,4.5,1.5,0.0,0.0,28.0,4.0,24.0,2.0,2.0,0.0,0.0,12.0,9.0,3.0,0.0,0.0
110106535063,5.6,0.8,4.8,0.8,0.0,0.0,0.0,2.2,1.4,1.2,0.0,0.0,NA,NA,NA,NA,0.0,0.0,0.0,NA,NA,NA,0.0,0.0
110106535767,31.5,13.5,18.0,7.5,3.0,1.0,2.0,11.5,4.5,1.0,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110106573225,56.0,24.0,32.0,21.0,1.0,2.0,0.0,23.0,5.0,2.0,1.0,1.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA
110106573828,18.0,7.5,10.5,5.5,0.5,1.5,0.0,5.0,2.0,1.5,1.0,1.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA
110106573922,37.0,16.0,21.0,15.0,0.0,0.0,1.0,13.0,4.0,2.0,1.0,1.0,NA,NA,NA,NA,0.0,0.0,NA,NA,NA,NA,NA,NA
110106616026,37.0,25.0,12.0,5.0,4.0,6.0,10.0,8.0,0.0,2.0,1.0,1.0,37.0,25.0,12.0,5.0,4.0,6.0,10.0,8.0,0.0,2.0,1.0,1.0
110106618865,11.0,5.0,6.0,4.0,0.0,1.0,0.0,3.0,1.0,2.0,0.0,0.0,11.0,5.0,6.0,4.0,0.0,1.0,0.0,3.0,1.0,2.0,0.0,0.0
110106633769,6.8,3.0,3.8,2.6,0.0,0.4,0.0,0.2,0.4,1.4,1.0,0.8,34.0,15.0,19.0,13.0,0.0,2.0,0.0,1.0,2.0,7.0,5.0,4.0
110106671224,60.0,30.0,30.0,13.0,8.0,5.0,4.0,21.0,5.0,2.0,1.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110106671525,32.0,21.0,11.0,9.0,1.0,9.0,2.0,5.0,3.0,1.0,1.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110106716120,21.0,7.0,14.0,1.0,2.0,3.0,1.0,7.0,4.0,2.0,0.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA
110106716223,18.0,6.2,11.8,3.4,1.0,1.8,0.0,4.2,3.0,1.4,2.0,1.2,45.0,15.5,29.5,8.5,2.5,4.5,0.0,10.5,7.5,3.5,5.0,3.0
110106716721,31.0,8.0,23.0,5.0,2.0,1.0,0.0,11.5,9.0,2.5,0.0,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,0.0,0.0
110106716724,37.0,20.0,17.0,17.0,1.0,0.0,2.0,9.0,4.0,2.0,1.0,1.0,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA
110106716725,27.0,10.666666666666666,16.333333333333332,6.333333333333333,0.6666666666666666,3.6666666666666665,0.0,9.666666666666666,3.6666666666666665,1.3333333333333333,1.0,0.6666666666666666,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA
110106735663,35.0,18.0,17.0,7.0,4.0,2.0,5.0,9.0,4.0,2.0,1.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110106773221,22.333333333333332,8.0,14.333333333333334,5.333333333333333,1.0,0.3333333333333333,1.3333333333333333,8.0,3.3333333333333335,1.0,1.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110106833069,36.0,19.0,17.0,16.0,1.0,1.0,1.0,9.0,2.0,2.0,2.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110106873621,21.5,4.0,17.5,3.5,0.5,0.0,0.0,10.0,5.5,2.0,0.0,0.0,NA,NA,NA,NA,NA,0.0,0.0,NA,NA,NA,0.0,0.0
110106873928,43.0,24.0,19.0,20.0,1.0,3.0,0.0,12.0,3.0,2.0,1.0,1.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA
110106918369,23.8,12.6,11.2,3.2,2.0,5.4,2.0,4.8,3.0,1.4,1.0,1.0,39.666666666666664,21.0,18.666666666666668,5.333333333333333,3.3333333333333335,9.0,3.3333333333333335,8.0,5.0,2.3333333333333335,1.6666666666666667,1.6666666666666667
110106918564,152.0,117.0,35.0,16.0,19.0,81.0,1.0,21.0,5.0,3.0,1.0,5.0,152.0,117.0,35.0,16.0,19.0,81.0,1.0,21.0,5.0,3.0,1.0,5.0
110106973924,24.75,14.75,10.0,5.5,3.5,3.0,2.75,4.75,2.0,1.0,1.25,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110107012623,16.0,5.0,11.0,4.0,1.0,0.0,0.0,6.0,3.0,2.0,0.0,0.0,NA,NA,NA,NA,NA,0.0,0.0,NA,NA,NA,0.0,0.0
110107016724,18.0,6.0,12.0,6.0,0.0,0.0,0.0,5.0,3.0,2.0,1.0,1.0,NA,NA,NA,NA,0.0,0.0,0.0,NA,NA,NA,NA,NA
110107018061,32.0,18.0,14.0,2.5,0.5,3.0,12.0,7.0,4.0,3.0,0.0,0.0,64.0,36.0,28.0,5.0,1.0,6.0,24.0,14.0,8.0,6.0,0.0,0.0
110107035067,14.0,7.0,7.0,4.0,0.0,3.0,0.0,2.0,2.0,2.0,0.0,1.0,NA,NA,NA,NA,0.0,NA,0.0,NA,NA,NA,0.0,NA
110107071520,9.0,1.5,7.5,1.5,0.0,0.0,0.0,2.5,3.5,1.5,0.0,0.0,NA,NA,NA,NA,0.0,0.0,0.0,NA,NA,NA,0.0,0.0
110107071524,33.0,14.0,19.0,11.0,2.0,0.0,1.0,12.0,3.0,2.0,1.0,1.0,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA
110107073924,26.833333333333332,11.666666666666666,15.166666666666666,5.666666666666667,0.3333333333333333,5.5,0.16666666666666666,8.333333333333334,3.8333333333333335,1.0,1.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110107112062,18.666666666666668,9.333333333333334,9.333333333333334,2.3333333333333335,2.0,2.0,3.0,4.0,2.3333333333333335,1.3333333333333333,0.6666666666666666,1.0,56.0,28.0,28.0,7.0,6.0,6.0,9.0,12.0,7.0,4.0,2.0,3.0
110107112365,79.5,42.5,37.0,7.0,4.5,24.0,7.0,27.0,7.5,2.5,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0
110107112464,14.0,4.333333333333333,9.666666666666666,4.333333333333333,0.0,0.0,0.0,4.666666666666667,2.3333333333333335,1.3333333333333333,0.6666666666666666,0.6666666666666666,NA,NA,NA,NA,0.0,0.0,0.0,NA,NA,NA,NA,NA
110107112769,80.0,34.0,46.0,26.0,2.0,2.0,4.0,25.0,17.0,2.0,1.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110107114060,44.0,16.5,27.5,11.5,3.0,0.0,2.0,20.0,4.5,1.0,1.0,1.0,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA
